Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,VIN
2023,Honda,Ridgeline RTL,New,"$41,075 ",4.8,536,Crystal Black Pearl,Black,All-wheel Drive,18–24,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FPYK3F51PB016812
2022,Honda,Accord Hybrid Sport,New,"$32,165 ",4.2,1578,Crystal Black Pearl,Black,Front-wheel Drive,44–41,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,1HGCV3F20NA034953
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",4.2,1578,Still Night Pearl,Black,All-wheel Drive,40–34,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,A014128300033
2008,Honda,Civic EX,Used,"$10,995 ",4.9,95,Galaxy Gray Metallic,Gray,Front-wheel Drive,25–36,Gasoline,Automatic,1.8L SOHC MPFI 16-valve i-VTEC I4 engine,2HGFA16818H506889
2014,Honda,Pilot Touring,Used,"$16,695 ",4.2,90,Red,–,Four-wheel Drive,17–24,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF4H91EB015630
2015,Honda,Civic EX-L,Used,"$12,300 ",5.0,5,Blue,Gray,Front-wheel Drive,29–38,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,2HGFG3B07FH511263
2021,Honda,Passport Touring,Used,"$36,557 ",4.8,91,Deep Scarlet Pearl,Gray,Front-wheel Drive,20–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H97MB011341
2022,Honda,Pilot EX-L,New,"$42,000 ",4.9,79,Platinum White Pearl,Beige,Front-wheel Drive,20–27,Gasoline,Automatic,V6 Cylinder Engine,5FNYF5H5XNB038049
2022,Honda,Pilot EX-L,New,"$41,605 ",4.4,845,Crystal Black,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H51NB038960
2019,Honda,Pilot Touring 7-Passenger,Used,"$31,499 ",4.7,3,White,Beige,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H62KB000285
2019,Honda,Odyssey EX-L,Used,"$30,000 ",4.6,62,Gray,Black,Front-wheel Drive,19–28,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H73KB042184
2022,Honda,Accord Sport 2.0T,New,"$35,150 ",4.2,824,Sonic Gray Pearl,Black,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F30NA020358
2017,Honda,Fit EX,Used,"$18,921 ",5.0,219,Red,–,Front-wheel Drive,32–37,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC,JHMGK5H78HS008059
2016,Honda,Civic EX,Used,"$17,040 ",4.6,878,Modern Steel Metallic,Black,Front-wheel Drive,31–41,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F71GH510561
2022,Honda,Pilot Sport,New,"$38,276 ",3.8,672,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB087886
2014,Honda,Accord LX,Used,"$14,225 ",2.5,89,–,–,Front-wheel Drive,27–36,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F30EA299072
2018,Honda,Odyssey EX-L,Used,"$31,500 ",4.7,304,Modern Steel Metallic,Beige,Front-wheel Drive,19–28,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H79JB034430
2022,Honda,Pilot Sport,New,"$41,769 ",5.0,5,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-SPEED A/T,V6 Cylinder Engine,5FNYF6H35NB099376
2022,Honda,Accord Sport 1.5T,Used,"$31,318 ",4.9,715,Platinum White Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F33NA069743
2021,Honda,Passport Touring,Used,"$35,995 ",4.7,172,Black,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H92MB028778
2020,Honda,Pilot EX-L,Honda Certified,"$36,375 ",4.7,1362,Crystal Black,–,All-wheel Drive,18–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H55LB020268
2020,Honda,Accord Touring 2.0T,Used,"$28,988 ",4.8,31,Silver,Black,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F90LA023083
2020,Honda,CR-V Touring,Used,"$32,734 ",4.8,562,White,Ivory,Front-wheel Drive,28–34,Gasoline,continuously variable w/sport mode,4 Cylinder Engine,5J6RW1H97LL004980
2020,Honda,Accord LX 1.5T,Used,"$26,995 ",5.0,5162,Modern Steel Metallic,Black,Front-wheel Drive,30–38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F14LA100686
2020,Honda,Civic Si Base,Used,"$27,495 ",4.6,6558,Modern Steel Metallic,Black,Front-wheel Drive,26–36,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC1E59LH700404
2019,Honda,Civic Si Base,Used,"$26,875 ",4.3,231,Lunar Silver Metallic,Black,Front-wheel Drive,28–38,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC3A50KH753766
2019,Honda,Accord LX,Used,"$21,995 ",2.5,84,Silver,Gray,Front-wheel Drive,30–38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F13KA046635
2017,Honda,Accord Sport,Used,"$19,888 ",4.3,111,Crystal Black Pearl,Black,Front-wheel Drive,26–34,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F5XHA300962
2022,Honda,Civic Sport,New,"$25,540 ",4.2,415,Sonic Gray Pearl,–,Front-wheel Drive,30–37,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F54NH607596
2008,Honda,Element EX,Used,"$11,577 ",4.8,734,Tangerine Metallic,Black / Titanium,Front-wheel Drive,20–25,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6YH18728L000816
2022,Honda,Passport EX-L,Used,"$37,990 ",4.6,1874,White,–,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H5XNB012049
2006,Honda,Element LX,Used,"$9,725 ",4.4,1789,Atomic Blue Metallic,Gray / Blue,Front-wheel Drive,22–26,Gasoline,4-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6YH183X6L013128
2014,Honda,Crosstour EX-L,Used,"$16,811 ",4.8,1053,Crystal Black Pearl,Black,Four-wheel Drive,19–28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5J6TF2H53EL800783
2019,Honda,Civic Si Base,Used,"$22,999 ",4.3,22,Lunar Silver Metallic,Black,Front-wheel Drive,28–38,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC3A57KH754185
2020,Honda,Civic LX,Used,"$21,495 ",4.0,227,Gray,Black,Front-wheel Drive,30–38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F66LE022153
2007,Honda,Accord EX,Used,"$7,990 ",3.9,348,Silver,Black,Front-wheel Drive,26–34,Gasoline,5-Speed Manual,2.4L I4 16V MPFI DOHC,1HGCM55727A169396
2022,Honda,Pilot Sport,New,"$43,375 ",4.7,64,Lunar Silver Metallic,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB068836
2020,Honda,Civic EX,Used,"$25,980 ",4.9,1545,Rallye Red,Black,Front-wheel Drive,31–40,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H68LU220495
2022,Honda,Accord Sport SE,New,"$31,960 ",4.6,146,Platinum White Pearl,Black,FWD,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F43NA092870
2022,Honda,Accord Sport 1.5T,Used,"$33,995 ",4.2,63,Sonic Gray Pearl,Black,Front-wheel Drive,29–35,Gasoline,continuously variable,4 Cylinder Engine,1HGCV1F35NA006210
2022,Honda,Civic Sport,Used,"$24,997 ",4.6,3,Boost Blue Pearl,Black,Front-wheel Drive,30–37,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F58NH544051
2022,Honda,Accord Sport 1.5T,New,"$30,075 ",4.8,2243,Lunar Silver Metallic,–,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F33NA109190
2017,Honda,Pilot EX,Honda Certified,"$26,684 ",4.7,423,Lunar Silver Metallic,Gray,Front-wheel Drive,19–27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H37HB019526
2020,Honda,Accord EX-L,Honda Certified,"$26,383 ",4.6,1100,White,Black,Front-wheel Drive,30–38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F54LA040041
2019,Honda,CR-V EX,Used,"$26,151 ",4.3,1641,Molten Lava Pearl,Black,All-wheel Drive,27–33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H55KL003490
2018,Honda,Accord EX-L,Used,"$21,934 ",4.7,492,Crystal Black Pearl,Black,Front-wheel Drive,30–38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F58JA116826
2021,Honda,Passport Touring,Used,"$39,477 ",4.8,125,Blue,Gray,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H93MB011651
2008,Honda,Civic LX,Used,"$6,950 ",4.4,80,Gray,Grey,Front-wheel Drive,25–36,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,1HGFA16548L022496
2020,Honda,Passport Elite,Used,"$39,988 ",4.8,8147,Platinum White Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H07LB017369
2020,Honda,Accord Hybrid EX-L,Used,"$29,990 ",5.0,67,Lunar Silver Metallic,Gray,Front-wheel Drive,48–47,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F56LA001348
2019,Honda,Passport Elite,Used,"$31,859 ",4.9,3427,Obsidian Blue Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H05KB001735
