Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,VIN
2019,Honda,Civic Sport,Used,"$21,998 ",4.9,122,–,–,Front-wheel Drive,29–37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F89KH506291
2022,Honda,Accord Sport 1.5T,New,"$29,575 ",5,6,Crystal Black Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F31NA117630
2022,Honda,Passport TrailSport,New,"$47,060 ",4.9,6,Sonic Blue,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H65NB027969
2023,Honda,Passport Elite,New,"$47,855 ",4.9,6,–,–,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNYF8H05PB006733
2023,Honda,Pilot TrailSport,New,"$51,845 ",3.9,187,Sky,Black,All-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H69PB001396
2020,Honda,Civic Sport,Used,"$24,875 ",5,372,Gray,Black,Front-wheel Drive,29–37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F86LH602493
2022,Honda,Pilot Sport,New,"$37,272 ",4.8,578,Platinum White Pearl,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H34NB039146
2020,Honda,Passport EX-L,Used,"$32,639 ",4.8,4,Maroon,Gray,Front-wheel Drive,20–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H58LB001722
2022,Honda,Pilot Sport,New,"$39,770 ",4.7,1362,Platinum White Pearl,Black,FWD,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H37NB039142
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,200 ",4.4,234,Still Night Pearl,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H97PH805238
2023,Honda,Passport Elite,New,"$51,150 ",4.4,234,WY,Gray,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H06PB003601
2022,Honda,Pilot Sport,New,"$45,773 ",4.8,602,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB102491
2022,Honda,Pilot Sport,New,"$41,770 ",4.6,789,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H37NB095748
2018,Honda,Civic EX,Used,"$20,998 ",4.8,1074,Lunar Silver Metallic,Black,Front-wheel Drive,31–40,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F70JE015348
2017,Honda,Odyssey EX-L,Used,"$23,595 ",5,4154,Blue,–,Front-wheel Drive,19–27,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H6XHB021357
2021,Honda,Pilot EX-L,Honda Certified,"$38,990 ",4.7,178,Crystal Black Pearl,–,Front-wheel Drive,20–27,Gasoline,9 speed automatic,V6 Cylinder Engine,5FNYF5H50MB000795
2020,Honda,Civic Si Base,Used,"$26,536 ",3.3,345,Lunar Silver Metallic,Black,Front-wheel Drive,26–36,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC1E58LH705710
2022,Honda,Accord Sport SE,New,"$31,565 ",5,13,Lunar Silver Metallic,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F46NA122735
2019,Honda,Insight Touring,Used,"$25,889 ",5,2352,Modern Steel Metallic,Black,Front-wheel Drive,51–45,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F99KE010803
2022,Honda,HR-V EX,Used,"$27,990 ",3.8,0,–,–,All-wheel Drive,26–31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H54NM746349
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",4.4,14,White,Black,All-wheel Drive,40–34,Hybrid,electronic continuously variable,4 Cylinder Engine,2HKRS6H97PH800492
2011,Honda,CR-V EX-L,Used,"$12,987 ",4.5,177,Gray,–,Front-wheel Drive,21–28,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RE3H7XBL046572
2022,Honda,Pilot TrailSport,New,"$46,500 ",4.8,1889,Lunar Silver Metallic,Black,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H86NB102202
2017,Honda,Odyssey EX-L,Used,"$23,018 ",5,2487,Modern Steel Metallic,Gray,Front-wheel Drive,19–27,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H60HB007340
2020,Honda,Passport Touring,Used,"$33,600 ",5,4272,Obsidian Blue Pearl,Gray,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H92LB018086
2022,Honda,Pilot Sport,New,"$40,770 ",5,3543,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB104063
2015,Honda,CR-Z EX,Used,"$15,990 ",4,9545,Red,Black,Front-wheel Drive,,Hybrid,Automatic CVT,1.5L I4 16V MPFI SOHC Hybrid,JHMZF1D65FS000999
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",3.4,32,Lunar Silver Metallic,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H90PH800625
2017,Honda,Pilot Elite,Used,"$29,873 ",4.4,172,Modern Steel Metallic,Gray,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H05HB026647
2023,Honda,Odyssey Elite,New,"$51,420 ",4.8,1732,Platinum White Pearl,Black,FWD,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H95PB034516
2022,Honda,Pilot EX-L,New,"$44,000 ",4.6,1874,Platinum White Pearl,–,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H59NB098829
2006,Honda,Element EX-P,Used,"$7,299 ",4.6,1933,Nighthawk Black Pearl,Black / Gray,Four-wheel Drive,21–24,Gasoline,4-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6YH28756L000683
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,395 ",3.9,161,Meteorite Gray Metallic,Black,All-wheel Drive,40–34,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,2HKRS6H96PH807661
2023,Honda,Odyssey EX-L,New,"$41,705 ",4.7,739,Crystal Black Pearl,Black,FWD,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H68PB016002
2023,Honda,CR-V EX-L,New,"$36,900 ",4.7,3,Still Night Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H79PH400307
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",4.6,154,Lunar Silver Metallic,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H90PH800642
2019,Honda,Passport Elite,Honda Certified,"$31,200 ",4.6,367,Modern Steel Metallic,Gray,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H00KB027191
2022,Honda,Accord Sport 1.5T,New,"$30,075 ",3.8,327,Crystal Black Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F34NA117654
2022,Honda,Ridgeline Black Edition,New,"$49,260 ",4.7,64,Platinum White Pearl,Black,All-wheel Drive,18–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F83NB030914
2020,Honda,Insight EX,Used,"$23,998 ",4.8,1125,White,Black,Front-wheel Drive,55–49,Hybrid,Variable,Gas/Electric I-4 1.5 L/91,19XZE4F5XLE002935
2022,Honda,Civic Sport Touring,Used,"$28,500 ",4.7,1061,Platinum White Pearl,Black,Front-wheel Drive,30–37,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFL1H86NE001511
2022,Honda,Accord Sport 2.0T,New,"$34,755 ",4.6,784,Crystal Black,Black,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F32NA024508
2023,Honda,Pilot EX-L 7-Passenger,New,"$45,645 ",4.5,1732,Lunar Silver Metallic,Gray,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H59PB002698
2023,Honda,Civic Sport,New,"$26,945 ",4.8,2242,Lunar Silver Metallic,–,FWD,,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC,19XFL2G87PE004380
2019,Honda,Insight Touring,Honda Certified,"$26,995 ",4.8,2242,Aegean Blue Metallic,–,Front-wheel Drive,51–45,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F96KE008037
2011,Honda,Civic LX-S,Used,"$9,722 ",5,821,Black,Black,Front-wheel Drive,25–36,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,19XFA1F62BE013691
2023,Honda,Civic Si Manual,New,"$30,050 ",4.8,3335,Platinum White Pearl,Black/Red,Front-wheel Drive,27–37,Gasoline,Manual,Intercooled Turbo Premium Unleaded I-4 1.5 L/91,2HGFE1E51PH471880
2023,Honda,Pilot Elite,New,"$53,375 ",4.8,1028,Lunar Silver Metallic,–,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H82PB006201
2023,Honda,Odyssey EX-L,New,"$42,360 ",5,962,Pacific Pewter Metallic,Mocha,FWD,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H68PB037707
2015,Honda,CR-V Touring,Used,"$20,900 ",4.5,470,Modern Steel Metallic,Gray,All-wheel Drive,26–33,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,5J6RM4H97FL025842
2023,Honda,Civic Si Base,New,"$31,348 ",3.8,405,Gray,Black / Red,FWD,,Gasoline,–,1.5L I4 16V GDI DOHC Turbo,2HGFE1E56PH471230
2023,Honda,Civic Si Base,New,"$31,348 ",3.8,405,White,Black / Red,FWD,,Gasoline,–,1.5L I4 16V GDI DOHC Turbo,2HGFE1E56PH471793
2023,Honda,Ridgeline RTL,New,"$43,470 ",4.9,671,Radiant Red Metallic II,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F59PB008859
2022,Honda,Pilot TrailSport,New,"$46,500 ",4.7,210,Sonic Gray Pearl,Black,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H84NB090017
2023,Honda,Pilot Touring,New,"$47,745 ",5,3207,Crystal Black Pearl,Black,FWD,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG2H76PB000625
2015,Honda,Fit EX-L,Used,"$19,998 ",4.6,4,Red,Black,Front-wheel Drive,32–38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC,3HGGK5H88FM774133
2022,Honda,Pilot Sport,New,"$41,375 ",5,401,Black,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H39NB098182
2002,Honda,S2000 Base (M6),Used,"$33,700 ",4.1,173,Black,Black,Rear-wheel Drive,20–26,Gasoline,6-Speed Manual,2.0L I4 16V MPFI DOHC,JHMAP11472T008006
2020,Honda,Insight Touring,Used,"$24,000 ",4.9,4246,White,Black,Front-wheel Drive,51–45,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F95LE004370
2023,Honda,CR-V EX-L,New,"$37,508 ",3.6,628,Platinum White,–,Front-wheel Drive,,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS3H71PH302740
2017,Honda,Accord Sport,Used,"$19,998 ",4.8,2,Black,Black,Front-wheel Drive,26–34,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F55HA300965
2022,Honda,Pilot Sport,New,"$44,970 ",5,20,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H38NB105218
2020,Honda,Ridgeline RTL-E,Used,"$36,750 ",4.9,456,Modern Steel Metallic,Gray,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F70LB014657
2022,Honda,Pilot Sport,New,"$41,375 ",5,43,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB102510
2023,Honda,HR-V EX-L,New,"$29,540 ",5,1923,Nordic,Gray,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ1H73PM726098
2022,Honda,Pilot TrailSport,New,"$46,500 ",4.6,1504,Sonic Gray Pearl,Black,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H89NB098663
2018,Honda,Odyssey Elite,Used,"$29,848 ",5,3812,Silver Metallic,Beige,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H94JB033459
2023,Honda,CR-V Hybrid Sport Touring,New,"$43,780 ",4.4,1,Still Night Pearl,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H95PH800829
2023,Honda,CR-V EX,New,"$33,855 ",4.7,2681,Lunar Silver Metallic,–,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H47PE004627
2022,Honda,Pilot Special Edition,New,"$44,205 ",4.4,878,Crystal Black,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H23NB101956
2023,Honda,Passport TrailSport,New,"$45,290 ",4.4,878,Platinum,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H62PB002885
2023,Honda,HR-V EX-L,New,"$29,145 ",4.8,1277,Modern Steel Metallic,Gray,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ1H75PM725311
2023,Honda,Passport EX-L,New,"$42,395 ",4.9,2346,Crystal Black Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H53PB006631
2017,Honda,Odyssey EX-L,Used,"$25,375 ",4.4,158,Modern Steel Metallic,Gray,Front-wheel Drive,19–27,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H68HB011636
2023,Honda,Civic Si Base,New,"$29,590 ",4.4,158,Platinum White Pearl,Black / Red,Front-wheel Drive,,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E54PH470951
2010,Honda,Accord Crosstour,Used,"$9,500 ",4.7,6,Black,Black,Front-wheel Drive,18–27,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5J6TF1H57AL005871
2023,Honda,Ridgeline Black Edition,New,"$47,525 ",5,1788,Crystal Black Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F81PB016660
2022,Honda,Accord Sport 1.5T,New,"$30,075 ",4.7,4911,Crystal Black Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F35NA118117
2023,Honda,Odyssey Touring,New,"$46,290 ",4.2,1578,Platinum White Pearl,Beige,Front-wheel Drive,19–28,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNRL6H84PB019559
2022,Honda,CR-V EX,New,"$31,635 ",4.5,3416,Aegean Blue Metallic,Black,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H52NE014061
2019,Honda,Passport EX-L,Used,"$27,487 ",5,1571,Deep Scarlet Pearl,Gray,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H51KB016857
2022,Honda,Accord Sport 1.5T,New,"$27,423 ",4.6,1493,Platinum White Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F36NA089355
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,447 ",4.6,1480,Blue,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,7FARS6H91PE001634
2023,Honda,CR-V Hybrid Sport,New,"$35,234 ",4.6,1480,Blue,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H58PH801891
2007,Honda,Accord EX-L,Used,"$8,888 ",4.8,1184,–,Graphite,Front-wheel Drive,24–34,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,1HGCM56897A080948
2022,Honda,Civic EX,New,"$26,645 ",4.6,407,–,–,Front-wheel Drive,33–42,Gasoline,Variable,4 Cylinder Engine,2HGFE1F76NH328081
2022,Honda,Passport Elite,New,"$44,189 ",4.9,768,Platinum White Pearl,Gray,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H02NB029805
2022,Honda,Pilot Elite,New,"$52,060 ",4.7,376,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H08NB098616
2022,Honda,Passport TrailSport,Used,"$42,799 ",4.9,7,White,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H61NB020971
2022,Honda,Insight Touring,Honda Certified,"$33,500 ",4.7,306,Silver,Black,Front-wheel Drive,51–45,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F96NE011802
2021,Honda,Odyssey EX-L,Honda Certified,"$34,694 ",3.9,719,Pacific Pewter Metallic,Black,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H79MB025702
2020,Honda,Accord Touring,Used,"$28,773 ",4.8,80,White,Biege,Front-wheel Drive,22–32,Gasoline,10-SPEED A/T,4 Cylinder Engine,1HGCV2F93LA002177
2023,Honda,CR-V EX-L,New,"$37,055 ",5,737,Lunar Silver Metallic,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H72PH411147
2022,Honda,Pilot EX-L,New,"$43,605 ",4.8,229,Crystal Black Pearl,Black,AWD,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H50NB094166
2023,Honda,Pilot Elite,New,"$53,830 ",5,1370,Sonic Gray Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H84PB004160
2023,Honda,Pilot Elite,New,"$53,830 ",5,1370,Platinum White Pearl,–,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H84PB000853
2015,Honda,Crosstour EX-L,Used,"$18,998 ",4.3,73,White,Cream,Four-wheel Drive,19–28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5J6TF2H50FL003053
2004,Honda,CR-V LX,Used,"$9,995 ",4.5,113,Silver,–,Four-wheel Drive,22–26,Gasoline,4-Speed Automatic,2.4L I4 16V MPFI DOHC,JHLRD78504C019966
2022,Honda,Pilot Special Edition,New,"$44,600 ",4.4,877,Platinum White Pearl,Black,AWD,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H26NB102082
2023,Honda,Pilot Elite,New,"$54,235 ",4.9,273,Sonic Gray Pearl,Black,AWD,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H85PB005351
2018,Honda,HR-V EX-L w/Navigation,Used,"$22,984 ",4.9,2200,Misty Green,Black,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H70JM703679
2022,Honda,Pilot EX-L,New,"$40,614 ",5,942,Platinum White Pearl,Beige,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H52NB038031
2017,Honda,Pilot EX-L,Used,"$21,998 ",4.7,1,Silver,Beige,Front-wheel Drive,19–27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H59HB007556
2023,Honda,Ridgeline RTL,New,"$43,470 ",4.8,723,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F59PB017643
2023,Honda,Ridgeline RTL,New,"$45,975 ",4.8,723,Obsidian Blue Pearl,Gray,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F52PB017757
2022,Honda,Pilot Sport,New,"$39,770 ",4.8,723,Platinum White,–,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H31NB039170
2023,Honda,Pilot TrailSport,New,"$51,845 ",4.7,1362,Sky,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H66PB002151
2023,Honda,Pilot TrailSport,New,"$51,845 ",2.7,507,Sky,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H69PB002113
2022,Honda,Pilot Sport,New,"$39,770 ",2.7,507,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H37NB103072
2022,Honda,Pilot Sport,New,"$39,770 ",2.7,507,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H3XNB103843
2022,Honda,Pilot Special Edition,New,"$44,600 ",2.7,507,Deep Scarlet Pearl,Beige,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H23NB100970
2010,Honda,Accord Crosstour EX-L,Used,"$7,983 ",4.7,447,Glacier Blue Metallic,–,Front-wheel Drive,18–27,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5J6TF1H5XAL002821
2014,Honda,CR-V LX,Used,"$16,990 ",4,9531,Gray,Gray,All-wheel Drive,22–30,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,2HKRM4H3XEH610368
2022,Honda,HR-V EX,Used,"$28,885 ",3.8,3,Midnight Amethyst,Black,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H50NM719367
2014,Honda,CR-V EX-L,Used,"$15,000 ",4.3,334,Polished Metal Metallic,Black,All-wheel Drive,22–30,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,2HKRM4H77EH674791
2023,Honda,Odyssey Sport,New,"$45,045 ",4.7,328,Platinum White Pearl,Black,Front-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H74PB026891
2021,Honda,Pilot Elite,Used,"$45,998 ",4.8,4,White,Gray,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H01MB070610
2022,Honda,CR-V EX,Used,"$32,244 ",5,4978,Platinum White Pearl,Black,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H53NE012819
2023,Honda,Ridgeline RTL,New,"$43,755 ",4.8,1889,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F52PB004555
2023,Honda,Pilot Elite,New,"$53,375 ",4.5,950,Crystal Black Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H86PB007139
2023,Honda,CR-V EX-L,New,"$36,900 ",5,4272,Still Night Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H78PH401495
2023,Honda,Ridgeline RTL,New,"$41,970 ",3.9,841,Radiant Red Metallic II,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F50PB010046
2022,Honda,Pilot TrailSport,New,"$46,500 ",4.5,1020,Sonic Gray Pearl,Black,All-wheel Drive,19–25,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF6H83NB100455
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",4.7,436,Platinum White Pearl,Gray,All-wheel Drive,40–34,Hybrid,electronic continuously variable,4 Cylinder Engine,2HKRS6H99PH800686
2023,Honda,Odyssey Elite,New,"$50,765 ",4.7,739,Crystal Black Pearl,Black,Front-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H95PB017649
2016,Honda,Odyssey EX-L,Used,"$22,888 ",4.7,32,White Diamond Pearl,Gray,Front-wheel Drive,19–28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H66GB047081
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",5,67,Sonic Gray Pearl,–,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F38NA117754
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",4.7,228,Sonic Gray Pearl,Black,FWD,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F3XNA116850
2023,Honda,Accord EX,New,"$30,705 ",5,1026,Meteorite Gray Metallic,Gray,Front-wheel Drive,29–37,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,1HGCY1F35PA001583
2023,Honda,HR-V LX,New,"$25,045 ",5,1026,Modern Steel Metallic,Gray,Front-wheel Drive,26–32,Gasoline,Variable,Regular Unleaded I-4 2.0 L/122,3CZRZ1H36PM726982
2022,Honda,Accord Sport,New,"$30,470 ",5,1026,Platinum White Pearl,Black,Front-wheel Drive,29–35,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,1HGCV1F30NA124052
2021,Honda,Ridgeline Sport,Honda Certified,"$35,199 ",4.5,463,White,Black,All-wheel Drive,18–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F13MB001138
2023,Honda,Odyssey Elite,New,"$50,965 ",4.6,784,Crystal Black,Black,Front-wheel Drive,,Gasoline,NOT SPECIFIED,3.5L V6 24V GDI SOHC,5FNRL6H93PB036670
2017,Honda,CR-V EX-L,Used,"$21,800 ",4.8,794,Obsidian Blue Pearl,Gray,All-wheel Drive,27–33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H81HL063589
2022,Honda,Accord Hybrid Sport,Used,"$30,689 ",4.4,1701,Platinum White Pearl,–,Front-wheel Drive,44–41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F29NA016600
2022,Honda,Insight Touring,Used,"$34,998 ",4.4,1701,Gray,Black,Front-wheel Drive,51–45,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F96NE012741
