Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,VIN
2023,Honda,CR-V Hybrid Sport,New,"$34,141 ",4.9,3405,Still Night Pearl,Black,Front-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS5H56PH702089
2023,Honda,Civic Touring,New,"$30,745 ",4.6,880,Rallye Red,Black,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F99PH304037
2016,Honda,CR-V EX-L,Used,"$16,950 ",4.6,2,Maroon,Beige,Front-wheel Drive,26–33,Gasoline,continuously variable w/sport mode,4 Cylinder Engine,2HKRM3H78GH553989
2022,Honda,Accord Hybrid Sport,New,"$31,697 ",5,1596,Lunar Silver Metallic,Black,Front-wheel Drive,44–41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F20NA046195
2020,Honda,Pilot EX-L,Used,"$34,957 ",4.9,1009,Modern Steel Metallic,Gray,All-wheel Drive,18–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H54LB040060
2017,Honda,Civic EX-L w/Navi,Used,"$19,500 ",4.7,2579,Red,Black,Front-wheel Drive,31–40,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H79HU212664
2022,Honda,Civic Touring,Used,"$30,995 ",5,1241,Crystal Black Pearl,Black,Front-wheel Drive,31–38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F90NH316378
2015,Honda,CR-V LX,Used,"$16,995 ",4.4,5,Black,–,All-wheel Drive,26–33,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,5J6RM4H39FL073046
2023,Honda,Ridgeline RTL-E,New,"$47,610 ",4.8,13,Crystal Black Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F7XPB014378
2020,Honda,Accord EX 1.5T,Used,"$27,695 ",4.6,6558,Lunar Silver Metallic,Gray,Front-wheel Drive,30–38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F4XLA126851
2020,Honda,Accord LX 1.5T,Used,"$24,990 ",5,2352,Modern Steel Metallic,Black,Front-wheel Drive,30–38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F14LA004038
2020,Honda,Accord EX 1.5T,Honda Certified,"$26,998 ",3.9,1075,Modern Steel Metallic,Black,Front-wheel Drive,30–38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F46LA067331
2022,Honda,Odyssey Touring,Used,"$41,999 ",5,1160,Platinum White Pearl,Gray,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H80NB001458
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",3.7,270,Radiant Red Metallic,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H9XPH801345
2019,Honda,CR-V EX,Used,"$28,496 ",5,3692,Obsidian Blue Pearl,Gray,All-wheel Drive,27–33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H51KH652794
2011,Honda,CR-V EX,Used,"$16,995 ",4.6,37,Gray,Black,Four-wheel Drive,21–27,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RE4H50BL099804
2019,Honda,Odyssey EX,Used,"$26,995 ",4.6,165,Gray,Gray,Front-wheel Drive,19–28,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H56KB119144
2018,Honda,Civic LX,Used,"$20,896 ",4.6,907,Rallye Red,Black,Front-wheel Drive,31–40,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F55JH582725
2018,Honda,Odyssey Elite,Used,"$34,000 ",4.7,77,Silver,Gray,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H99JB051133
2022,Honda,Accord Sport 1.5T,Honda Certified,"$28,594 ",5,3841,Crystal Black Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F36NA065251
2023,Honda,HR-V Sport,New,"$28,790 ",3.9,841,Urban Gray Pearl,Black,All-wheel Drive,,Gasoline,Automatic,2.0L I4 16V GDI DOHC,3CZRZ2H57PM701208
2020,Honda,Pilot Touring 8-Passenger,Used,"$34,995 ",3.9,841,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H9XLB057349
2019,Honda,Pilot EX-L,Used,"$27,795 ",3.9,841,Crystal Black Pearl,Gray,All-wheel Drive,18–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H55KB035352
2018,Honda,Clarity Plug-In Hybrid Touring,Used,"$24,977 ",4.9,7330,Black,–,Front-wheel Drive,0–0,Hybrid,Variable,Gas/Electric I-4 1.5 L/91,JHMZC5F38JC010920
2020,Honda,Fit LX,Used,"$19,998 ",4.7,8,Blue,Black,Front-wheel Drive,33–40,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC,3HGGK5H42LM705303
2022,Honda,Accord Hybrid Sport,New,"$32,165 ",2.4,246,Crystal Black Pearl,Black,Front-wheel Drive,44–41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F21NA045718
2015,Honda,CR-V Touring,Used,"$13,000 ",4.2,6,Mountain Air Metallic,Beige,All-wheel Drive,26–33,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,5J6RM4H92FL080277
2020,Honda,Odyssey EX-L,Honda Certified,"$38,745 ",4.6,89,Modern Steel Metallic,Gray,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H70LB032374
2012,Honda,Fit Base,Used,"$10,450 ",4.6,79,Alabaster Silver Metallic,Black,Front-wheel Drive,28–35,Gasoline,5-SPEED A/T,4 Cylinder Engine,JHMGE8H33CC033802
2023,Honda,CR-V EX,New,"$34,860 ",3.1,133,Urban Gray Pearl,Black,AWD,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H47PE013828
2023,Honda,CR-V EX-L,New,"$36,505 ",3.1,133,Canyon,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H74PH400215
2023,Honda,CR-V EX,New,"$34,405 ",3.1,133,Lunar Silver Metallic,Black,AWD,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H44PE013334
2023,Honda,CR-V EX,New,"$34,860 ",5,2634,Red,–,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H4XPE013712
2022,Honda,Civic Sport,Honda Certified,"$24,995 ",4.7,709,Red,Black,Front-wheel Drive,30–37,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F51NH583158
2023,Honda,CR-V EX-L,New,"$37,055 ",3.8,327,Lunar Silver,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H72PE013908
2016,Honda,Civic Touring,Used,"$22,998 ",4.6,2,Gray,Gray,Front-wheel Drive,31–42,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFC1F98GE035934
2020,Honda,Odyssey EX-L,Used,"$40,500 ",4.7,40,Platinum White Pearl,Mocha,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H76LB074600
2021,Honda,Passport Touring,Used,"$35,087 ",4.3,513,Black,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H98MB015887
2019,Honda,Odyssey EX-L w/Navigation/RES,Used,"$33,999 ",4.7,213,Blue,–,Front-wheel Drive,19–28,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H72KB082658
2022,Honda,Accord Hybrid Sport,Honda Certified,"$34,775 ",4.5,1205,Sonic Gray Pearl,–,Front-wheel Drive,44–41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F22NA033660
2023,Honda,Passport Elite,New,"$48,250 ",4.9,574,Radiant Red,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H02PB002817
2018,Honda,Odyssey Touring,Used,"$27,000 ",4.5,201,White Diamond Pearl,Mocha,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H85JB027080
2016,Honda,Pilot EX-L,Used,"$24,378 ",3.6,35,Silver,–,All-wheel Drive,18–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H55GB032751
2011,Honda,CR-V EX-L,Used,"$15,000 ",4.2,37,Tango Red Pearl,Ivory,All-wheel Drive,21–27,Gasoline,5-Speed Automatic,2.4L I4 DOHC 16V i-VTEC,5J6RE4H72BL034597
2021,Honda,Civic Type R Touring,Honda Certified,"$43,899 ",3.7,149,Blue,Black / Red,Front-wheel Drive,22–28,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G79MU201729
2016,Honda,Civic LX,Used,"$17,995 ",4.6,340,Gray,Black,Front-wheel Drive,31–41,Gasoline,continuously variable (cvt),4 Cylinder Engine,19XFC2F59GE045942
2019,Honda,Pilot Elite,Used,"$33,990 ",5,26,Steel Sapphire Metallic,Gray,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H0XKB000181
2023,Honda,CR-V EX,New,"$36,358 ",3.6,628,Urban Gray Pearl,–,All-wheel Drive,,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,7FARS4H41PE013484
2020,Honda,Ridgeline RTL,Used,"$26,800 ",5,3996,Crystal Black Pearl,Black,Front-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK2F54LB000530
2019,Honda,Odyssey Elite,Used,"$36,671 ",5,1944,Modern Steel Metallic,Gray,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H96KB000156
2013,Honda,Pilot EX-L,Used,"$16,697 ",4.5,20,Crystal Black Pearl,Gray,Four-wheel Drive,17–24,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF4H52DB007693
2019,Honda,Insight EX,Used,"$18,753 ",5,3454,Lunar Silver Metallic,Black,Front-wheel Drive,55–49,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F53KE009370
2019,Honda,Ridgeline Sport,Used,"$25,957 ",4.9,168,Silver Metallic,Black,Front-wheel Drive,19–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK2F19KB001250
2019,Honda,Passport Sport,Used,"$28,000 ",4.5,288,Gray,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H25KB021517
2023,Honda,Odyssey Touring,New,"$49,241 ",4.4,1,Sonic Gray Pearl,Black,FWD,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H89PB036437
2019,Honda,Passport EX-L,Used,"$29,999 ",4.9,1696,Lunar Silver Metallic,Black,Front-wheel Drive,20–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H53KB007880
2019,Honda,Passport Touring,Used,"$33,495 ",4.8,1018,Modern Steel Metallic,Gray,Front-wheel Drive,20–25,Gasoline,9-SPEED A/T,V6 Cylinder Engine,5FNYF7H93KB008904
2011,Honda,Accord EX-L,Used,"$10,850 ",5,98,Red,–,Front-wheel Drive,19–29,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,1HGCS2B88BA001370
2020,Honda,Passport EX-L,Used,"$35,690 ",5,1822,Lunar Silver Metallic,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H50LB013868
2020,Honda,Pilot EX-L,Used,"$36,481 ",4.2,1147,White,–,All-wheel Drive,18–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H5XLB017513
2019,Honda,Civic Si Base,Used,"$24,806 ",4.8,2,Crystal Black Pearl,Black,Front-wheel Drive,28–38,Gasoline,Manual,4 Cylinder Engine,2HGFC3A54KH751938
2004,Honda,Element EX,Used,"$7,995 ",4.6,1,Silver,Gray,Front-wheel Drive,22–26,Gasoline,4-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6YH18504L000595
2022,Honda,Civic Si Base,Used,"$30,888 ",3.4,623,Orange,Black / Red,Front-wheel Drive,27–37,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E50NH471818
2020,Honda,Pilot Touring 8-Passenger,Used,"$34,420 ",4.1,1166,Modern Steel Metallic,Gray,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H95LB039633
2013,Honda,CR-V EX,Used,"$13,995 ",5,65,Gray,Gray,All-wheel Drive,22–30,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RM4H50DL045845
2013,Honda,Fit Sport,Used,"$15,590 ",4,9534,Red,Black,Front-wheel Drive,27–33,Gasoline,5-Speed Automatic,1.5L I4 16V MPFI SOHC,JHMGE8H55DC062057
2018,Honda,Clarity Plug-In Hybrid Touring,Used,"$21,877 ",3.5,67,Silver,–,Front-wheel Drive,,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,JHMZC5F39JC006732
2013,Honda,Accord Sport,Used,"$14,550 ",4.5,389,Champagne Frost Pearl,Black,Front-wheel Drive,26–35,Gasoline,CVT TRANSMISSION,4 Cylinder Engine,1HGCR2F50DA071976
2023,Honda,Ridgeline RTL,New,"$43,075 ",4.7,4911,Crystal Black Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F53PB016875
2017,Honda,Accord Sport,Used,"$22,998 ",4.8,572,Black,Black,FWD,26–34,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F57HA022893
2018,Honda,Accord Touring,Used,"$24,000 ",4.3,103,Modern Steel Metallic,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F90JA000538
2021,Honda,HR-V LX,Used,"$19,550 ",5,822,Gray,Black,All-wheel Drive,27–31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H36MM733003
2017,Honda,Fit LX,Used,"$15,000 ",5,565,Red,Black,Front-wheel Drive,29–36,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC,3HGGK5G5XHM702831
2021,Honda,HR-V EX,Honda Certified,"$27,000 ",4.9,1924,Platinum White Pearl,Gray,All-wheel Drive,26–31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H59MM727813
2017,Honda,Accord Hybrid Base,Used,"$18,951 ",4.9,435,–,–,Front-wheel Drive,49–47,Hybrid,electronic continuously variable,4 Cylinder Engine,JHMCR6F38HC000442
2018,Honda,Civic LX,Used,"$19,495 ",4.8,17,Gray,Black,Front-wheel Drive,31–40,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F54JH581002
2015,Honda,Civic LX,Used,"$17,900 ",4.5,41,Blue,Gray,Front-wheel Drive,30–39,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,19XFB2F55FE221015
2021,Honda,Pilot EX,Used,"$32,190 ",5,4591,Silver,Gray,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H39MB033962
2019,Honda,Accord Hybrid EX-L,Used,"$24,745 ",5,1464,Silver,–,Front-wheel Drive,48–48,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F50KA001232
2023,Honda,Civic Touring,New,"$31,145 ",5,619,Meteorite Gray Metallic,Black,Front-wheel Drive,31–38,Gasoline,Variable,Intercooled Turbo Premium Unleaded I-4 1.5 L/91,2HGFE1F9XPH304869
2023,Honda,Ridgeline RTL,Honda Certified,"$38,718 ",4.4,1014,Radiant Red Metallic II,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F57PB002235
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,395 ",4.9,79,Canyon River Blue Metallic,Black,All-wheel Drive,40–34,Hybrid,Variable,4 Cylinder Engine,2HKRS6H92PH804594
2010,Honda,CR-V LX,Used,"$15,590 ",4,9531,Silver,Beige,Front-wheel Drive,21–28,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RE3H37AL018336
2018,Honda,Odyssey Touring,Used,"$31,524 ",4,1230,Modern Steel Metallic,Gray,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H89JB006278
2020,Honda,Insight Touring,Honda Certified,"$27,465 ",5,1291,Crystal Black Pearl,Black,Front-wheel Drive,51–45,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F90LE007483
2023,Honda,Ridgeline Black Edition,New,"$49,791 ",4.6,1959,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F89PB006233
2020,Honda,CR-V EX-L,Used,"$32,998 ",4.8,2,White,Black,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H8XLH693937
2023,Honda,Civic EX-L,New,"$29,240 ",4.8,2,Smokey Mauve Pearl,–,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFL1H75PE001218
2023,Honda,HR-V LX,New,"$26,940 ",4.6,333,Platinum White Pearl,Gray,AWD,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H39PM728523
2023,Honda,Odyssey Elite,New,"$51,420 ",5,737,Platinum White Pearl,Beige,Front-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H97PB035490
2017,Honda,CR-V EX-L,Used,"$21,516 ",4.9,1273,Black,Black,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW1H89HE038687
2023,Honda,Pilot EX-L 7-Passenger,New,Not Priced,4.8,725,Silver,–,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H59PB002684
2019,Honda,Civic Si Base,Used,"$26,983 ",5,990,Lunar Silver Metallic,Black,Front-wheel Drive,28–38,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC1E53KH702485
2017,Honda,Pilot LX,Used,"$22,950 ",4.7,41,Gray,Beige,All-wheel Drive,18–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H19HB026398
2021,Honda,Accord Sport 2.0T,Used,"$31,998 ",4.8,15,Black,Black,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F37MA015687
2019,Honda,Civic EX,Used,"$24,991 ",4.9,0,Silver,Black,Front-wheel Drive,32–42,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFC1F3XKE006262
2019,Honda,Civic LX,Used,"$19,300 ",4.9,276,White,–,Front-wheel Drive,30–38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F68KE205102
2022,Honda,Pilot EX-L,New,"$44,000 ",4.7,1056,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H54NB095594
2020,Honda,Civic EX,Used,"$25,995 ",4.9,25,Rallye Red,–,Front-wheel Drive,32–42,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFC1F35LH682450
2005,Honda,Odyssey EX-L,Used,"$6,990 ",4.6,2,Silver,Gray,Front-wheel Drive,20–28,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL387X5B043772
2022,Honda,Accord Sport 2.0T,New,"$35,150 ",3.9,187,Sonic Gray Pearl,Black,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F32NA021012
2022,Honda,Pilot Special Edition,New,"$43,034 ",5,942,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H24NB105191
2023,Honda,HR-V EX-L,New,"$29,650 ",4.9,3405,Platinum White Pearl,Black,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ1H79PM726851
2012,Honda,Ridgeline RT,Used,"$15,950 ",5,35,Black,Black,Four-wheel Drive,15–21,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FPYK1F20CB452250
2022,Honda,Passport EX-L,New,"$45,060 ",5,3857,Platinum White Pearl,Gray,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H50NB027675
2023,Honda,Pilot TrailSport,New,"$51,845 ",4.6,880,Sonic Gray Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H61PB002638
2019,Honda,Pilot Elite,Used,"$32,500 ",4.9,46,White,Beige,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H05KB039681
2019,Honda,Accord Touring 2.0T,Used,"$23,224 ",4.7,695,Platinum White Pearl,Black,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F93KA015994
2020,Honda,Accord LX 1.5T,Honda Certified,"$23,000 ",4,228,Crystal Black Pearl,Black,Front-wheel Drive,30–38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F17LA066730
2017,Honda,Civic Type R Touring,Used,"$37,500 ",4.8,723,Polished Metal Metallic,Red / Black,Front-wheel Drive,22–28,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G76HU201077
2021,Honda,Passport Touring,Used,"$36,877 ",4.4,1831,Blue,–,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H96MB015161
2019,Honda,CR-V LX,Honda Certified,"$31,980 ",4.7,178,Platinum White Pearl,–,All-wheel Drive,25–31,Gasoline,continuously variable w/sport mode,4 Cylinder Engine,2HKRW6H31KH217103
2020,Honda,Passport EX-L,Used,"$33,500 ",4.9,5418,Crystal Black Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H54LB019429
2023,Honda,Odyssey EX-L,New,"$41,855 ",4.4,87,Modern Steel Metallic,Gray,Front-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H63PB033077
2021,Honda,Insight Touring,Used,"$28,399 ",5,83,Platinum White Pearl,Black,Front-wheel Drive,51–45,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F91ME007722
2022,Honda,Accord Touring,Used,"$37,699 ",3.8,596,Modern Steel Metallic,Gray,Front-wheel Drive,22–32,Gasoline,Automatic,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,1HGCV2F94NA011487
2022,Honda,Insight Touring,Honda Certified,"$32,795 ",4.6,6558,Lunar Silver Metallic,Black,Front-wheel Drive,51–45,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F93NE013507
2015,Honda,CR-V EX-L,Used,"$17,490 ",4.4,19,White Diamond Pearl,Black,All-wheel Drive,26–33,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,5J6RM4H70FL074914
2019,Honda,Pilot Touring 7-Passenger,Used,"$36,990 ",2.8,73,Black,–,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H68KB101580
2020,Honda,Passport Touring,Used,"$34,599 ",4,277,Black,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H91LB017317
2020,Honda,Pilot LX,Honda Certified,"$27,991 ",5,2637,Platinum White Pearl,Black,Front-wheel Drive,19–27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H17LB011899
2016,Honda,CR-V Touring,Used,"$16,992 ",4.6,14,–,–,All-wheel Drive,25–31,Gasoline,continuously variable w/sport mode,4 Cylinder Engine,5J6RM4H90GL003778
2016,Honda,Odyssey EX-L,Used,"$22,614 ",4.7,447,Silver,Beige,Front-wheel Drive,19–28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H65GB007171
2013,Honda,Ridgeline RTL,Used,"$18,995 ",4.7,46,red,Beige,Four-wheel Drive,15–21,Gasoline,"Automatic, 5-Spd",V6 Cylinder Engine,5FPYK1F51DB018303
2001,Honda,Prelude,Used,"$11,995 ",4.6,32,Black,Black,Front-wheel Drive,21–26,Gasoline,4-Speed Automatic,2.2L I4 16V MPFI DOHC,JHMBB62441C004346
2020,Honda,Civic Si Base w/Summer Tires (M6),Used,"$25,543 ",5,1258,Lunar Silver Metallic,Black,Front-wheel Drive,26–36,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC1E54LH708426
2020,Honda,Pilot Black Edition,Used,"$36,516 ",3.9,841,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H77LB065391
2009,Honda,Civic GX,Used,"$7,997 ",4.4,42,White,Gray,Front-wheel Drive,24–36,Compressed Natural Gas,5-Speed Automatic,1.8L I4 16V MPFI SOHC CNG,1HGFA46599L000089
2017,Honda,Civic LX,Used,"$19,998 ",4.8,2,White,Tan,Front-wheel Drive,31–40,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H2XHU401666
2019,Honda,CR-V EX-L,Used,"$29,994 ",4.7,647,Modern Steel Metallic,Gray,All-wheel Drive,27–33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H85KL031994
2023,Honda,Odyssey Touring,New,"$44,890 ",4.7,1137,Sonic Gray Pearl,–,Front-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H87PB028899
2023,Honda,CR-V EX,New,"$34,800 ",4.7,228,Platinum White Pearl,Gray,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H45PE012953
2020,Honda,Civic Si Base,Used,"$29,998 ",4.9,10,Lunar Silver Metallic,Black,Front-wheel Drive,26–36,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC1E55LH708449
2007,Honda,Element EX,Used,"$9,999 ",3.2,101,Silver,Gray/Black,All-wheel Drive,21–26,Gasoline,5-Speed Automatic,2.4L I4 DOHC i-VTEC 16V,5J6YH28767L016344
2019,Honda,Passport EX-L,Used,"$29,998 ",4.9,2034,Gray,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H52KB029990
